Loan_ID,Age,Employment_Type,Annual_Income_INR,Credit_Score,Loan_Purpose,Loan_Amount_INR,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Interest_Rate_Pct,Region,Loan_Status,Default_Flag
LN101258,48,Business Owner,539900,716,Vehicle,444000,60,1,33.2,12.02,North,Approved,No
LN101259,50,Self-Employed,1024900,652,Home,1661000,72,0,48.7,13.02,East,Rejected,No
LN101260,58,Student,207040,757,Medical,336000,60,0,19.7,12.26,South,Approved,No
LN101261,25,Salaried,315400,813,Home,313000,60,0,27.8,9.79,East,Rejected,No
LN101262,38,Salaried,298500,662,Home,170000,72,1,26.4,12.7,North,Rejected,No
LN101263,30,Salaried,1205200,581,Business,473000,24,2,39.8,12.65,North,Approved,No
LN101264,57,Student,195716,732,Education,110000,36,1,14.8,11.92,North,Rejected,No
LN101265,42,Self-Employed,776300,678,Personal,1108000,12,3,49.4,12.21,Central,Rejected,No
LN101266,24,Business Owner,1479700,691,Education,964000,36,2,38.7,12.76,North,Rejected,No
LN101267,48,Salaried,1162200,736,Personal,1488000,84,0,53.0,11.18,South,Rejected,No
LN101268,22,Student,229168,670,Home,99000,36,0,31.5,11.07,South,Approved,No
LN101269,31,Salaried,393800,683,Vehicle,360000,72,0,25.4,11.92,South,Rejected,No
LN101270,49,Salaried,1684600,693,Personal,1177000,24,0,39.9,13.28,West,Rejected,No
LN101271,41,Student,194942,796,Vehicle,186000,48,2,44.4,11.94,South,Rejected,No
LN101272,51,Salaried,525700,702,Education,562000,36,2,23.4,12.16,East,Approved,No
LN101273,43,Salaried,450100,620,Home,803000,36,3,8.0,12.67,East,Rejected,No
LN101274,54,Self-Employed,748600,622,Personal,1220000,36,0,10.1,11.82,Central,Rejected,No
LN101275,43,Salaried,259300,709,Home,333000,60,1,35.1,12.46,West,Approved,No
LN101276,23,Salaried,955100,627,Education,345000,48,0,50.5,12.67,North,Rejected,No
LN101277,23,Salaried,384700,598,Vehicle,640000,72,0,16.4,12.23,West,Approved,No
LN101278,52,Salaried,797000,741,Vehicle,1289000,84,1,28.7,11.48,West,Approved,No
LN101279,22,Business Owner,487900,744,Personal,784000,48,3,27.8,11.19,Central,Approved,No
LN101280,36,Self-Employed,562000,676,Vehicle,514000,84,1,55.0,12.75,Central,Rejected,No
LN101281,21,Salaried,428700,719,Business,167000,12,0,59.1,12.37,West,Approved,No
LN101282,33,Salaried,594800,712,Personal,822000,36,2,37.1,11.56,South,Approved,No
LN101283,44,Salaried,1837400,739,Business,1397000,48,2,42.8,11.88,South,Approved,No
LN101284,27,Self-Employed,1392400,739,Personal,955000,60,3,42.4,12.08,Central,Approved,No
LN101285,39,Business Owner,789900,531,Home,604000,60,0,16.6,12.22,Central,Rejected,No
LN101286,60,Business Owner,641000,684,Medical,673000,60,1,40.4,12.66,North,Rejected,No
LN101287,23,Salaried,1034100,734,Business,690000,72,0,19.8,11.1,East,Approved,No
LN101288,23,Salaried,1210100,673,Personal,1540000,36,1,29.9,12.33,North,Approved,No
LN101289,31,Salaried,411800,702,Home,495000,72,0,45.7,11.89,South,Rejected,No
LN101290,54,Self-Employed,622900,749,Home,601000,60,1,33.0,12.39,South,Approved,No
LN101291,37,Salaried,238600,705,Personal,46000,48,1,45.2,12.98,South,Approved,No
LN101292,46,Self-Employed,1205500,798,Vehicle,2040000,36,1,47.6,10.9,West,Approved,No
LN101293,22,Self-Employed,2023800,773,Personal,1619000,36,4,10.9,11.28,North,Approved,No
LN101294,50,Salaried,679300,692,Vehicle,587000,36,0,5.9,12.45,East,Approved,No
LN101295,23,Salaried,202000,687,Personal,177000,60,2,45.9,11.81,East,Rejected,No
LN101296,49,Salaried,908600,515,Home,655000,48,0,46.4,13.26,West,Rejected,No
LN101297,26,Salaried,395300,679,Home,493000,24,0,35.1,12.79,North,Approved,No
LN101298,55,Salaried,451300,612,Home,56000,60,0,36.7,11.93,South,Approved,No
LN101299,32,Self-Employed,917400,714,Business,1454000,60,0,42.7,11.64,West,Rejected,No
LN101300,28,Salaried,747700,710,Personal,205000,84,1,42.5,11.5,West,Approved,No
LN101301,34,Salaried,497000,745,Medical,894000,60,1,28.3,12.1,South,Approved,No
LN101302,21,Self-Employed,454700,791,Personal,531000,60,0,43.5,11.1,East,Approved,No
LN101303,27,Business Owner,696600,698,Business,148000,48,1,27.8,11.74,Central,Rejected,No
LN101304,44,Salaried,518900,848,Personal,548000,60,0,34.9,10.39,South,Rejected,No
LN101305,33,Business Owner,353100,715,Business,234000,48,1,34.4,12.77,North,Approved,No
LN101306,35,Business Owner,541300,615,Medical,931000,24,0,21.7,11.85,Central,Approved,No
LN101307,53,Self-Employed,783500,663,Personal,1085000,84,2,23.1,11.11,West,Rejected,No
LN101308,25,Self-Employed,589300,676,Home,567000,60,0,58.8,11.87,South,Rejected,No
LN101309,36,Salaried,298700,738,Personal,248000,60,0,21.3,11.94,Central,Approved,No
LN101310,28,Student,206986,638,Home,371000,48,1,36.4,13.17,South,Rejected,No
LN101311,40,Salaried,144100,681,Home,178000,60,0,39.0,13.23,West,Approved,No
LN101312,34,Business Owner,508500,690,Personal,495000,24,3,31.3,11.2,East,Approved,No
LN101313,22,Self-Employed,462100,671,Business,359000,36,2,40.1,12.3,East,Rejected,No
LN101314,23,Salaried,705200,753,Home,460000,24,4,35.9,13.4,Central,Rejected,No
LN101315,55,Salaried,885300,742,Home,1150000,24,1,21.6,11.22,West,Approved,No
LN101316,23,Self-Employed,1208000,776,Business,1328000,12,2,38.4,11.18,North,Approved,No
LN101317,52,Self-Employed,439300,678,Home,677000,60,3,25.5,12.02,West,Approved,No
LN101318,57,Salaried,897500,778,Home,934000,36,1,52.9,12.29,West,Rejected,No
LN101319,39,Business Owner,723900,611,Personal,789000,72,1,37.1,13.22,East,Approved,No
LN101320,33,Business Owner,253600,610,Business,231000,84,1,23.6,12.1,South,Rejected,No
LN101321,52,Salaried,1848800,621,Personal,2582000,24,0,36.1,12.35,South,Approved,No
LN101322,60,Salaried,294600,701,Personal,237000,60,0,20.9,11.53,Central,Approved,Yes
LN101323,25,Salaried,818700,778,Vehicle,1268000,48,3,35.1,10.97,South,Approved,No
LN101324,59,Business Owner,805500,661,Education,528000,84,1,29.3,11.41,East,Approved,No
LN101325,58,Salaried,756400,669,Business,966000,48,0,22.1,13.29,East,Rejected,No
LN101326,26,Business Owner,495200,686,Business,801000,36,2,21.9,11.6,North,Approved,No
LN101327,23,Salaried,1024500,737,Vehicle,1442000,36,3,61.2,12.21,North,Rejected,No
LN101328,49,Self-Employed,275600,669,Education,188000,84,2,33.1,12.08,North,Rejected,No
LN101329,24,Salaried,626900,665,Education,815000,36,1,26.8,12.12,North,Approved,No
LN101330,45,Salaried,476700,613,Home,215000,72,4,24.7,12.84,Central,Rejected,No
LN101331,23,Business Owner,447900,663,Education,89000,24,0,37.7,12.14,North,Rejected,No
LN101332,48,Salaried,822900,777,Home,1189000,60,0,24.3,12.01,South,Approved,No
LN101333,30,Self-Employed,1175700,706,Business,1733000,48,3,18.9,12.07,East,Rejected,No
LN101334,24,Student,112138,652,Education,25000,24,2,31.6,12.27,Central,Rejected,No
LN101335,23,Student,133620,780,Personal,229000,24,1,31.5,10.91,North,Rejected,No
LN101336,28,Business Owner,668000,662,Personal,573000,36,2,27.0,12.96,North,Approved,No
LN101337,42,Salaried,397800,792,Business,652000,60,1,21.3,10.91,West,Approved,No
LN101338,24,Self-Employed,564000,791,Medical,812000,60,1,27.3,10.31,East,Approved,No
LN101339,53,Business Owner,551300,704,Vehicle,899000,36,0,26.4,12.57,East,Approved,No
LN101340,45,Salaried,443100,603,Home,672000,48,1,24.7,12.11,North,Rejected,No
LN101341,32,Salaried,822700,849,Personal,1444000,24,2,35.3,11.52,Central,Rejected,No
LN101342,60,Business Owner,739500,725,Home,865000,60,1,58.7,10.73,East,Approved,No
LN101343,47,Salaried,271000,679,Education,132000,60,4,48.0,12.33,West,Rejected,No
LN101344,47,Self-Employed,262100,762,Home,200000,72,2,55.3,12.92,Central,Approved,Yes
LN101345,27,Student,74993,746,Business,103000,72,1,25.2,11.49,West,Approved,No
LN101346,49,Self-Employed,415100,785,Home,152000,36,2,52.1,12.27,North,Rejected,No
LN101347,43,Salaried,767500,657,Vehicle,1290000,36,1,34.7,11.81,West,Rejected,No
LN101348,60,Salaried,998700,721,Vehicle,448000,72,2,43.8,12.4,East,Approved,No
LN101349,40,Salaried,323100,623,Personal,513000,24,5,37.5,12.78,North,Rejected,No
LN101350,48,Salaried,299100,743,Education,276000,12,1,27.9,11.75,South,Approved,No
LN101351,34,Business Owner,1632600,699,Business,2496000,36,0,40.6,13.68,North,Rejected,No
LN101352,22,Business Owner,788700,718,Personal,1364000,60,0,37.8,12.94,Central,Approved,No
LN101353,26,Salaried,516100,690,Vehicle,422000,60,1,10.8,12.13,West,Approved,No
LN101354,55,Salaried,388900,684,Vehicle,499000,84,2,30.5,12.68,West,Approved,No
LN101355,50,Business Owner,490900,644,Business,238000,36,1,42.5,12.1,West,Approved,Yes
LN101356,35,Salaried,337700,751,Business,493000,36,0,35.3,11.37,East,Approved,No
LN101357,48,Self-Employed,1056600,797,Vehicle,1578000,36,1,37.6,10.32,Central,Rejected,No
LN101358,21,Salaried,424000,664,Vehicle,255000,60,1,23.0,11.2,South,Approved,No
LN101359,22,Self-Employed,1186100,736,Home,167000,36,3,35.1,11.19,South,Approved,No
LN101360,41,Salaried,521500,728,Home,434000,84,0,30.8,11.75,East,Approved,No
LN101361,45,Self-Employed,366200,701,Home,142000,60,1,29.6,11.1,West,Approved,No
LN101362,58,Salaried,514100,601,Home,767000,60,0,23.8,12.58,West,Rejected,No
LN101363,51,Self-Employed,153500,615,Home,83000,72,3,43.0,12.87,Central,Rejected,No
LN101364,31,Salaried,608200,649,Business,1037000,48,2,36.1,11.74,West,Rejected,No
LN101365,53,Salaried,591900,561,Business,1037000,60,0,34.9,14.28,South,Rejected,No
LN101366,40,Self-Employed,1023100,792,Business,1683000,36,0,56.6,10.98,South,Rejected,No
LN101367,54,Salaried,230300,724,Personal,258000,72,1,37.7,12.76,South,Approved,No
LN101368,27,Salaried,1231500,698,Personal,683000,72,1,46.4,10.82,West,Rejected,No
LN101369,22,Salaried,1020800,558,Home,1503000,60,0,35.3,13.14,East,Rejected,No
LN101370,23,Salaried,1294100,581,Personal,1673000,36,4,27.8,12.03,North,Rejected,No
LN101371,60,Salaried,631400,700,Education,1112000,84,1,19.3,11.25,East,Approved,No
LN101372,24,Student,231299,828,Personal,171000,84,2,34.9,12.34,West,Approved,No
LN101373,58,Salaried,289400,655,Medical,58000,60,0,5.0,11.47,South,Rejected,No
LN101374,50,Business Owner,962100,756,Business,1729000,84,2,35.3,10.89,East,Approved,No
LN101375,26,Student,95984,669,Education,146000,60,0,35.8,12.71,South,Rejected,No
LN101376,55,Salaried,262100,704,Personal,125000,36,1,29.4,11.68,East,Approved,No
LN101377,26,Self-Employed,350300,779,Home,467000,48,1,30.9,11.47,West,Approved,No
LN101378,26,Business Owner,652000,678,Home,66000,12,1,17.0,11.19,North,Approved,No
LN101379,44,Self-Employed,413100,655,Home,433000,60,1,48.6,12.19,West,Rejected,No
LN101380,32,Salaried,799400,792,Home,573000,60,0,28.0,10.64,West,Approved,No
LN101381,32,Salaried,240400,703,Personal,180000,24,1,20.3,12.27,South,Approved,Yes
LN101382,28,Salaried,201800,771,Vehicle,104000,36,1,38.5,11.46,Central,Approved,No
LN101383,45,Self-Employed,1382700,655,Home,784000,60,1,33.3,11.68,West,Approved,No
LN101384,22,Student,70230,791,Medical,61000,60,3,27.7,11.3,East,Approved,No
LN101385,30,Student,108176,718,Personal,56000,84,1,26.4,11.8,North,Approved,No
LN101386,43,Salaried,648900,728,Vehicle,579000,36,1,31.9,12.2,South,Rejected,No
LN101387,40,Self-Employed,1138800,709,Personal,1232000,72,1,48.1,12.02,South,Rejected,No
LN101388,48,Salaried,818500,667,Personal,1071000,24,2,37.6,12.37,South,Approved,No
LN101389,29,Business Owner,705200,700,Vehicle,882000,24,5,31.6,12.31,West,Rejected,No
LN101390,46,Salaried,1187100,671,Personal,607000,60,2,42.2,11.81,Central,Approved,No
LN101391,51,Business Owner,434900,762,Business,72000,48,2,32.3,12.16,North,Rejected,No
LN101392,36,Business Owner,661200,687,Education,1002000,60,2,36.8,12.26,West,Rejected,No
LN101393,31,Salaried,643700,603,Vehicle,1019000,36,0,33.8,12.08,East,Rejected,No
LN101394,43,Salaried,559400,591,Home,987000,36,0,39.1,12.3,West,Rejected,No
LN101395,44,Business Owner,524600,588,Business,908000,60,1,26.7,12.72,Central,Approved,No
LN101396,24,Salaried,676600,740,Education,797000,24,1,18.3,10.98,South,Approved,No
LN101397,43,Self-Employed,662400,625,Education,1073000,36,1,42.9,13.43,East,Rejected,No
LN101398,27,Business Owner,365200,720,Medical,315000,24,0,50.1,12.12,South,Rejected,No
LN101399,43,Self-Employed,1010300,709,Personal,1453000,36,1,18.9,11.84,South,Rejected,No
LN101400,58,Salaried,379900,696,Home,655000,60,0,34.2,11.52,East,Rejected,No
LN101401,42,Salaried,576500,728,Education,838000,24,1,26.6,11.65,North,Approved,No
LN101402,51,Salaried,552600,710,Vehicle,446000,60,0,42.6,13.13,South,Rejected,No
LN101403,33,Student,159964,524,Medical,119000,60,1,35.0,13.4,North,Rejected,No
LN101404,57,Salaried,202600,679,Vehicle,121000,60,2,71.9,12.8,North,Rejected,No
LN101405,53,Salaried,1061000,728,Education,768000,48,2,28.4,11.11,South,Approved,No
LN101406,57,Salaried,447900,807,Personal,670000,60,2,50.4,11.62,North,Approved,No
LN101407,50,Student,66609,810,Vehicle,86000,72,1,51.6,12.62,North,Approved,No
LN101408,46,Salaried,499700,611,Home,262000,24,2,38.4,11.94,West,Approved,No
LN101409,42,Business Owner,632800,677,Business,829000,72,1,32.4,12.18,West,Rejected,No
LN101410,58,Self-Employed,1862300,598,Home,1387000,12,0,33.1,11.67,Central,Rejected,No
LN101411,54,Business Owner,558000,799,Business,585000,48,3,32.1,10.95,Central,Approved,No
LN101412,37,Student,246156,766,Business,180000,60,0,45.6,12.02,Central,Rejected,No
LN101413,24,Business Owner,664100,723,Home,655000,24,1,21.5,10.47,West,Rejected,No
LN101414,21,Student,124081,711,Personal,166000,24,3,30.1,11.58,South,Rejected,No
LN101415,30,Salaried,675500,790,Business,907000,12,1,28.6,11.42,North,Rejected,No
LN101416,23,Business Owner,1036200,779,Personal,1430000,12,2,11.3,10.97,Central,Rejected,No
LN101417,29,Self-Employed,445800,775,Personal,341000,60,0,42.3,11.92,Central,Approved,No
LN101418,25,Self-Employed,378300,730,Home,482000,24,0,44.8,11.42,East,Rejected,No
LN101419,60,Business Owner,457500,677,Home,231000,72,3,24.4,12.22,East,Approved,No
LN101420,24,Student,159213,750,Personal,145000,72,1,44.4,11.51,North,Approved,No
LN101421,46,Self-Employed,575700,753,Home,628000,36,1,13.0,11.63,North,Approved,No
LN101422,35,Salaried,960700,688,Education,1217000,24,1,32.3,10.51,East,Rejected,No
LN101423,27,Salaried,1332200,677,Vehicle,2199000,48,0,30.5,11.97,North,Rejected,No
LN101424,49,Salaried,380000,774,Home,235000,72,0,33.1,11.53,East,Approved,No
LN101425,59,Salaried,434100,808,Business,667000,36,3,33.0,12.13,West,Approved,No
LN101426,52,Salaried,295000,651,Business,186000,24,2,31.1,12.46,West,Approved,No
LN101427,60,Salaried,1985600,683,Business,2062000,84,2,27.3,12.18,Central,Rejected,No
LN101428,44,Salaried,768600,723,Home,1159000,48,0,30.7,12.07,South,Approved,No
LN101429,47,Business Owner,846300,732,Vehicle,1125000,36,0,48.4,13.06,South,Rejected,No
LN101430,26,Salaried,311000,666,Business,487000,72,2,25.1,11.86,East,Rejected,No
LN101431,55,Business Owner,649600,822,Vehicle,965000,84,1,59.1,10.74,East,Approved,No
LN101432,50,Self-Employed,860100,727,Personal,490000,48,1,24.4,10.5,Central,Rejected,No
LN101433,31,Salaried,565600,735,Personal,1011000,36,0,34.9,12.28,South,Rejected,No
LN101434,35,Salaried,1174500,814,Vehicle,1988000,48,1,38.9,11.44,North,Approved,No
LN101435,45,Salaried,2318000,671,Education,1927000,36,0,28.5,11.99,South,Rejected,No
LN101436,21,Student,83538,694,Personal,25000,48,1,48.6,12.08,East,Rejected,No
LN101437,53,Salaried,370500,619,Home,228000,36,4,38.5,12.96,South,Approved,No
LN101438,32,Salaried,401100,689,Business,610000,60,1,29.5,12.2,South,Approved,No
LN101439,23,Business Owner,1572400,603,Personal,2699000,60,0,48.5,13.55,South,Rejected,No
LN101440,34,Student,178923,749,Home,271000,84,1,19.8,10.55,South,Approved,No
LN101441,54,Salaried,603300,727,Personal,467000,72,2,25.2,10.4,West,Approved,No
LN101442,31,Salaried,663200,682,Vehicle,130000,24,2,38.8,11.7,North,Rejected,No
LN101443,42,Salaried,414800,693,Education,406000,36,2,41.6,11.38,Central,Rejected,No
LN101444,53,Salaried,1060500,749,Medical,785000,60,1,35.9,10.75,West,Approved,No
LN101445,22,Salaried,527400,626,Personal,163000,36,1,30.5,13.68,North,Approved,No
LN101446,51,Self-Employed,563400,713,Personal,158000,12,0,29.0,10.26,North,Approved,No
LN101447,32,Business Owner,908500,745,Business,327000,60,1,45.6,12.33,North,Approved,No
LN101448,48,Self-Employed,586100,584,Personal,264000,36,1,34.9,13.66,North,Rejected,No
LN101449,28,Self-Employed,571200,745,Vehicle,789000,12,0,21.5,12.09,West,Rejected,No
LN101450,26,Salaried,653800,591,Home,490000,60,2,20.8,12.81,Central,Rejected,No
LN101451,52,Business Owner,1006700,692,Home,848000,84,1,50.2,13.47,North,Rejected,No
LN101452,53,Self-Employed,1607700,624,Vehicle,1796000,60,4,23.4,13.67,South,Rejected,No
LN101453,60,Business Owner,896900,793,Vehicle,1554000,24,3,35.3,11.15,Central,Approved,No
LN101454,48,Student,76206,625,Personal,106000,60,0,48.2,13.34,East,Rejected,No
LN101455,39,Salaried,582300,593,Vehicle,697000,84,3,38.5,13.94,South,Rejected,No
LN101456,28,Salaried,440400,709,Personal,601000,12,1,22.9,11.12,East,Rejected,No
LN101457,32,Salaried,931400,673,Business,1232000,60,1,19.8,11.76,North,Approved,No
LN101458,46,Salaried,714200,602,Medical,909000,60,1,54.4,12.93,North,Rejected,No
LN101459,34,Student,246547,734,Vehicle,233000,60,1,19.5,11.76,Central,Rejected,No
LN101460,40,Salaried,542700,571,Medical,577000,24,0,25.4,11.56,West,Rejected,No
LN101461,27,Business Owner,621000,633,Business,549000,84,1,36.5,13.68,South,Rejected,No
LN101462,38,Self-Employed,490900,663,Home,379000,36,0,29.4,12.63,Central,Rejected,No
LN101463,30,Salaried,1468400,752,Vehicle,823000,12,2,38.9,12.19,South,Rejected,No
LN101464,25,Salaried,846300,784,Education,596000,24,2,14.4,9.26,North,Approved,No
LN101465,26,Self-Employed,1383300,772,Personal,1146000,48,1,29.5,10.66,Central,Approved,No
LN101466,41,Self-Employed,751300,690,Personal,815000,12,2,40.1,13.35,West,Approved,No
LN101467,35,Salaried,679800,542,Vehicle,646000,60,2,40.2,13.37,West,Rejected,No
LN101468,24,Salaried,388300,725,Business,110000,72,1,25.1,10.45,North,Approved,No
LN101469,41,Self-Employed,654300,796,Vehicle,444000,12,2,19.7,11.1,South,Approved,No
LN101470,27,Salaried,654700,780,Vehicle,484000,72,0,34.6,11.93,Central,Approved,No
LN101471,21,Business Owner,306500,730,Business,399000,84,0,16.3,11.76,North,Approved,No
LN101472,26,Salaried,483100,623,Medical,322000,12,1,47.4,12.92,Central,Approved,No
LN101473,38,Salaried,544100,666,Business,62000,60,0,33.9,13.14,West,Rejected,No
LN101474,59,Salaried,816000,826,Education,199000,84,2,23.6,10.32,South,Approved,No
LN101475,30,Salaried,837700,608,Home,792000,60,1,19.3,12.82,Central,Rejected,No
LN101476,32,Salaried,472100,625,Education,198000,60,2,24.4,12.53,Central,Rejected,No
LN101477,30,Salaried,841200,761,Vehicle,791000,72,2,13.3,10.98,Central,Approved,No
LN101478,35,Student,83762,672,Education,90000,60,0,37.9,12.13,South,Approved,No
LN101479,49,Salaried,134100,623,Medical,226000,36,0,22.4,12.16,East,Rejected,No
LN101480,33,Salaried,497900,799,Personal,605000,36,1,36.8,11.38,South,Rejected,No
LN101481,47,Salaried,1176600,730,Vehicle,180000,60,1,38.5,11.74,North,Rejected,No
LN101482,56,Salaried,257700,675,Education,193000,36,2,43.6,13.03,Central,Rejected,No
LN101483,58,Self-Employed,691600,626,Vehicle,1002000,36,0,35.0,12.32,Central,Rejected,No
LN101484,43,Salaried,1554400,833,Vehicle,844000,24,1,45.5,12.4,North,Approved,No
LN101485,49,Self-Employed,427800,698,Personal,715000,72,0,48.6,12.05,West,Approved,No
LN101486,57,Salaried,650800,791,Home,650000,60,4,35.1,12.02,Central,Approved,No
LN101487,52,Student,118293,758,Business,30000,36,1,35.8,12.33,East,Approved,No
LN101488,32,Salaried,1590700,666,Home,813000,36,2,25.3,12.25,North,Rejected,No
LN101489,26,Business Owner,620900,667,Education,1019000,24,2,20.1,12.05,North,Approved,No
LN101490,25,Salaried,666900,794,Medical,1191000,24,1,47.4,11.15,East,Approved,No
LN101491,56,Salaried,1369000,795,Home,2145000,60,0,39.3,11.09,Central,Rejected,No
LN101492,43,Business Owner,935200,578,Home,603000,24,2,40.2,13.36,South,Rejected,No
LN101493,32,Self-Employed,401600,736,Personal,565000,84,3,24.9,11.53,South,Approved,No
LN101494,34,Business Owner,455300,692,Vehicle,218000,36,1,51.5,13.4,West,Rejected,No
LN101495,32,Salaried,853400,633,Home,643000,12,0,29.3,12.18,West,Rejected,No
LN101496,53,Self-Employed,461100,717,Home,593000,72,1,22.4,11.37,Central,Rejected,No
LN101497,45,Business Owner,202900,612,Home,354000,36,0,25.1,11.39,West,Rejected,No
LN101498,56,Self-Employed,631200,670,Personal,534000,36,3,50.9,13.19,East,Approved,No
LN101499,33,Salaried,288000,648,Education,272000,24,3,18.7,12.5,Central,Rejected,No
LN101500,39,Self-Employed,1581200,668,Business,750000,60,0,23.0,12.74,East,Rejected,No
LN101501,25,Self-Employed,716400,695,Business,563000,36,2,66.8,13.66,East,Rejected,No
LN101502,59,Student,196740,634,Home,41000,72,0,43.3,13.39,North,Approved,No
LN101503,41,Salaried,442600,802,Vehicle,690000,60,4,23.2,11.57,South,Rejected,No
LN101504,43,Salaried,229900,732,Home,32000,72,2,19.0,11.87,North,Approved,No
LN101505,37,Business Owner,355100,817,Education,448000,60,2,11.9,11.12,Central,Approved,No
LN101506,31,Salaried,1136800,690,Education,642000,60,0,33.2,10.85,North,Approved,No
LN101507,58,Self-Employed,2218200,664,Business,2017000,60,2,40.7,11.76,South,Rejected,No
LN101508,40,Salaried,969200,814,Vehicle,561000,48,2,50.2,10.68,Central,Approved,No
LN101509,47,Salaried,617900,662,Vehicle,482000,60,0,9.3,12.65,West,Approved,No
LN101510,22,Business Owner,512500,688,Personal,528000,60,1,16.1,11.18,West,Approved,No
LN101511,32,Salaried,384100,747,Business,457000,12,2,30.6,11.18,West,Approved,No
LN101512,53,Salaried,2018000,620,Education,3428000,60,3,65.5,13.51,North,Rejected,No
LN101513,24,Self-Employed,585900,746,Education,389000,36,0,42.6,11.05,South,Rejected,No
LN101514,25,Business Owner,2080900,738,Medical,2277000,60,1,36.5,12.1,West,Rejected,No
LN101515,53,Business Owner,1398900,783,Vehicle,2284000,24,2,17.3,9.5,Central,Approved,No
LN101516,33,Salaried,249500,758,Personal,148000,12,0,6.6,10.1,South,Approved,No
LN101517,31,Salaried,450700,784,Personal,708000,12,0,32.5,11.5,South,Approved,No
LN101518,43,Student,211364,693,Personal,365000,24,1,30.8,11.18,South,Rejected,No
LN101519,28,Salaried,622100,644,Education,958000,12,2,28.8,13.3,East,Approved,No
LN101520,22,Salaried,628800,837,Home,672000,24,1,27.4,10.85,South,Rejected,No
LN101521,21,Salaried,3377500,601,Vehicle,4484000,60,0,23.0,13.38,North,Rejected,No
LN101522,24,Self-Employed,359400,607,Personal,330000,48,0,20.3,12.73,South,Rejected,No
LN101523,27,Business Owner,737200,737,Business,822000,84,0,48.7,12.14,East,Rejected,No
LN101524,48,Business Owner,912400,806,Personal,1603000,72,0,21.4,10.21,East,Approved,No
LN101525,32,Self-Employed,649400,712,Medical,342000,24,1,28.7,12.5,South,Rejected,No
LN101526,23,Salaried,690600,765,Medical,1000000,48,0,31.5,11.8,South,Rejected,No
LN101527,21,Salaried,365900,570,Personal,351000,48,0,40.5,14.74,South,Rejected,No
LN101528,40,Salaried,689200,668,Home,276000,36,0,21.8,12.61,East,Rejected,No
LN101529,54,Salaried,861100,578,Vehicle,1028000,48,0,43.7,13.02,South,Rejected,No
LN101530,34,Salaried,778300,751,Personal,1126000,60,0,25.0,11.64,Central,Rejected,No
LN101531,23,Salaried,889400,599,Personal,949000,60,0,30.1,13.08,South,Approved,No
LN101532,30,Salaried,1413600,617,Home,2154000,36,2,51.7,14.0,West,Rejected,No
LN101533,40,Self-Employed,1088200,733,Personal,786000,60,1,20.4,12.4,South,Approved,No
LN101534,28,Self-Employed,676000,769,Vehicle,1118000,36,1,40.7,11.58,East,Rejected,No
LN101535,60,Salaried,341200,690,Vehicle,410000,72,3,44.1,11.56,West,Rejected,No
LN101536,51,Salaried,467300,737,Business,685000,84,1,35.7,10.52,North,Approved,No
LN101537,34,Business Owner,576000,735,Vehicle,325000,36,1,30.6,10.91,South,Rejected,No
LN101538,59,Business Owner,746800,686,Personal,641000,60,1,57.5,12.36,North,Rejected,No
LN101539,34,Business Owner,499600,629,Personal,823000,72,1,31.8,13.64,East,Approved,No
LN101540,26,Salaried,388500,737,Personal,72000,48,1,34.4,12.85,Central,Rejected,No
LN101541,58,Business Owner,338100,740,Education,266000,24,1,28.0,12.28,East,Approved,No
LN101542,59,Salaried,262100,758,Personal,374000,60,0,33.8,12.47,West,Approved,No
LN101543,33,Salaried,571200,720,Vehicle,779000,48,2,43.6,11.66,South,Rejected,No
LN101544,44,Salaried,289600,624,Personal,448000,36,1,28.7,11.49,East,Rejected,No
LN101545,27,Salaried,374900,745,Home,509000,60,1,6.7,10.33,West,Approved,No
LN101546,46,Salaried,523400,700,Medical,895000,48,1,38.2,10.76,North,Approved,No
LN101547,48,Salaried,311800,669,Business,295000,24,0,19.1,11.17,North,Approved,No
LN101548,49,Business Owner,801000,681,Vehicle,930000,84,1,40.9,12.05,South,Rejected,No
LN101549,43,Salaried,976600,655,Education,1505000,36,0,32.0,12.5,South,Approved,No
LN101550,49,Salaried,480500,758,Vehicle,621000,60,2,43.3,11.94,Central,Approved,No
LN101551,43,Salaried,511100,608,Personal,140000,60,1,20.6,11.99,North,Rejected,No
LN101552,53,Salaried,873500,635,Personal,632000,24,2,25.6,12.78,North,Rejected,No
LN101553,28,Salaried,438900,679,Personal,456000,60,1,27.9,11.62,North,Approved,No
LN101554,40,Salaried,422600,805,Business,584000,60,1,14.2,10.75,North,Approved,No
LN101555,37,Salaried,1255200,769,Vehicle,1285000,48,0,45.3,11.03,South,Rejected,No
LN101556,42,Business Owner,1057100,593,Personal,1503000,60,1,12.5,13.16,North,Approved,No
LN101557,26,Business Owner,904900,788,Vehicle,1379000,84,0,45.2,11.67,North,Rejected,No
LN101558,33,Salaried,1081500,788,Personal,596000,84,1,37.1,11.92,North,Approved,No
LN101559,59,Self-Employed,219100,624,Vehicle,251000,24,2,29.6,11.72,West,Approved,No
LN101560,25,Business Owner,1368700,536,Business,1433000,36,1,36.1,13.56,East,Approved,No
LN101561,46,Student,177371,695,Home,86000,60,0,35.8,12.56,West,Approved,No
LN101562,47,Self-Employed,1133300,773,Education,1057000,84,4,27.2,9.89,North,Rejected,No
